280.48 -58.67  6014
281.56 -58.79  6014
282.65 -58.90  6014
283.75 -59.00  6014
280.57 -57.15  6014
281.22 -58.24  6014
280.16 -58.12  6014
283.00 -57.92  6014
283.64 -55.96  6014
282.64 -55.86  6014
281.64 -55.75  6014
280.64 -55.63  6014
281.16 -59.76  6014
279.65 -55.51  6014
282.98 -56.40  6014
281.96 -56.30  6014
280.95 -56.18  6014
279.72 -59.09  6014
280.82 -59.22  6014
281.92 -59.34  6014
283.03 -59.44  6014
279.95 -56.05  6014
280.05 -59.64  6014
279.54 -57.02  6014
283.33 -56.94  6014
286.92 -55.23  6015
284.14 -59.54  6015
285.27 -59.63  6015
286.40 -59.72  6015
287.53 -59.79  6015
284.86 -59.10  6015
285.97 -59.18  6015
287.08 -59.26  6015
288.21 -59.32  6015
284.46 -58.56  6015
285.55 -58.65  6015
286.65 -58.73  6015
287.75 -58.79  6015
284.07 -58.02  6015
285.15 -58.11  6015
286.23 -58.19  6015
287.31 -58.27  6015
284.75 -57.58  6015
285.82 -57.66  6015
286.89 -57.74  6015
287.96 -57.80  6015
284.37 -57.04  6015
285.42 -57.13  6015
286.47 -57.21  6015
287.53 -57.28  6015
284.00 -56.50  6015
285.03 -56.59  6015
286.07 -56.67  6015
287.11 -56.75  6015
288.15 -56.81  6015
284.66 -56.06  6015
285.68 -56.14  6015
286.70 -56.22  6015
287.73 -56.28  6015
284.29 -55.52  6015
285.30 -55.61  6015
286.30 -55.69  6015
287.32 -55.76  6015
288.33 -55.82  6015
284.93 -55.07  6015
285.92 -55.16  6015
287.92 -55.29  6015
284.57 -54.54  6015
285.54 -54.62  6015
286.53 -54.70  6015
287.52 -54.77  6015
291.69 -58.46  6016
289.50 -58.38  6016
292.20 -58.97  6016
292.73 -59.48  6016
291.59 -59.46  6016
288.59 -57.34  6016
289.65 -57.39  6016
290.72 -57.43  6016
291.78 -57.46  6016
290.46 -59.42  6016
289.33 -59.38  6016
291.87 -56.46  6016
290.83 -56.43  6016
289.03 -57.86  6016
288.40 -58.33  6016
288.86 -58.85  6016
289.97 -58.90  6016
291.09 -58.94  6016
290.11 -57.91  6016
291.20 -57.94  6016
292.28 -57.97  6016
291.96 -55.47  6016
292.43 -55.98  6016
291.40 -55.95  6016
290.38 -55.92  6016
289.35 -55.87  6016
290.94 -55.44  6016
289.93 -55.40  6016
288.92 -55.35  6016
289.79 -56.39  6016
288.51 -54.83  6016
289.50 -54.88  6016
290.50 -54.92  6016
291.49 -54.96  6016
292.49 -54.98  6016
289.20 -56.87  6016
290.25 -56.91  6016
291.30 -56.95  6016
292.36 -56.98  6016
288.76 -56.34  6016
290.59 -58.42  6016
296.68 -58.99  6017
296.14 -59.50  6017
295.00 -59.50  6017
293.41 -56.99  6017
295.53 -57.00  6017
294.47 -57.00  6017
296.59 -56.99  6017
295.56 -59.00  6017
294.44 -59.00  6017
293.32 -58.99  6017
297.09 -56.49  6017
296.04 -56.50  6017
295.00 -56.51  6017
293.96 -56.50  6017
292.91 -56.49  6017
293.86 -59.50  6017
293.50 -55.00  6017
294.01 -54.51  6017
293.37 -57.99  6017
294.46 -58.00  6017
295.54 -58.00  6017
296.63 -57.99  6017
296.10 -58.50  6017
295.00 -58.50  6017
293.90 -58.50  6017
292.79 -58.48  6017
297.03 -55.49  6017
296.02 -55.50  6017
295.00 -55.51  6017
293.98 -55.50  6017
292.97 -55.49  6017
295.00 -54.51  6017
295.99 -54.51  6017
296.50 -55.00  6017
295.50 -55.01  6017
294.50 -55.01  6017
292.86 -57.48  6017
293.93 -57.50  6017
295.00 -57.50  6017
296.07 -57.50  6017
297.14 -57.48  6017
296.54 -56.00  6017
295.51 -56.01  6017
294.49 -56.01  6017
293.46 -56.00  6017
297.21 -58.48  6017
297.80 -58.97  6018
298.31 -58.46  6018
299.41 -58.42  6018
300.50 -58.38  6018
301.60 -58.33  6018
297.72 -57.97  6018
298.80 -57.94  6018
299.89 -57.91  6018
300.97 -57.86  6018
300.67 -59.38  6018
299.54 -59.42  6018
297.51 -54.98  6018
298.22 -57.46  6018
299.28 -57.43  6018
300.35 -57.39  6018
301.41 -57.34  6018
298.41 -59.46  6018
297.27 -59.48  6018
297.64 -56.98  6018
298.70 -56.95  6018
299.75 -56.91  6018
300.80 -56.87  6018
298.13 -56.46  6018
299.17 -56.43  6018
300.21 -56.39  6018
301.24 -56.34  6018
301.49 -54.83  6018
297.57 -55.98  6018
298.60 -55.95  6018
299.62 -55.92  6018
300.65 -55.87  6018
300.50 -54.88  6018
299.50 -54.92  6018
298.51 -54.96  6018
298.04 -55.47  6018
299.06 -55.44  6018
300.07 -55.40  6018
301.08 -55.35  6018
298.91 -58.94  6018
300.03 -58.90  6018
301.14 -58.85  6018
303.47 -54.70  6019
304.08 -55.16  6019
301.67 -55.82  6019
305.25 -57.58  6019
304.18 -57.66  6019
303.11 -57.74  6019
302.04 -57.80  6019
302.68 -55.76  6019
303.70 -55.69  6019
304.70 -55.61  6019
305.93 -58.02  6019
302.08 -55.29  6019
305.71 -55.52  6019
302.48 -54.77  6019
305.43 -54.54  6019
305.63 -57.04  6019
304.03 -59.18  6019
305.14 -59.10  6019
304.85 -58.11  6019
303.77 -58.19  6019
302.69 -58.27  6019
302.25 -58.79  6019
303.35 -58.73  6019
304.45 -58.65  6019
305.54 -58.56  6019
304.58 -57.13  6019
305.86 -59.54  6019
304.73 -59.63  6019
303.60 -59.72  6019
302.47 -59.79  6019
301.79 -59.32  6019
305.07 -55.07  6019
306.00 -56.50  6019
304.97 -56.59  6019
303.93 -56.67  6019
302.89 -56.75  6019
301.85 -56.81  6019
303.53 -57.21  6019
302.92 -59.26  6019
302.47 -57.28  6019
304.46 -54.62  6019
302.27 -56.28  6019
303.30 -56.22  6019
304.32 -56.14  6019
305.34 -56.06  6019
303.08 -55.23  6019
309.43 -57.15  6020
307.36 -55.86  6020
308.36 -55.75  6020
309.36 -55.63  6020
310.35 -55.51  6020
310.28 -59.09  6020
309.18 -59.22  6020
308.08 -59.34  6020
306.97 -59.44  6020
307.35 -58.90  6020
309.75 -56.60  6020
308.73 -56.72  6020
307.70 -56.84  6020
306.67 -56.94  6020
308.44 -58.79  6020
309.52 -58.67  6020
306.70 -55.42  6020
307.70 -55.32  6020
308.68 -55.21  6020
309.66 -55.09  6020
306.06 -54.98  6020
310.16 -57.57  6020
310.46 -57.02  6020
306.36 -55.96  6020
308.40 -57.27  6020
307.35 -57.38  6020
306.30 -57.48  6020
309.11 -57.70  6020
308.06 -57.81  6020
307.00 -57.92  6020
309.96 -54.54  6020
308.99 -54.66  6020
308.02 -54.78  6020
307.04 -54.89  6020
306.63 -58.46  6020
309.95 -59.64  6020
308.84 -59.76  6020
310.05 -56.05  6020
309.05 -56.18  6020
308.04 -56.30  6020
307.02 -56.40  6020
307.71 -58.36  6020
308.78 -58.24  6020
309.84 -58.12  6020
306.25 -59.00  6020
