ArII   661.8689        1e8	 0.793E-01  0.000E+00	8.28   2
ZnII   2062.6604       3.86E+08  2.46E-01  -0.308  2.706  0.03 
ZnII   2026.1370       4.07E+08  5.01E-01   0.001  3.007  0.03 
;============================================================
H2_P(1)     911.967  	0.079	1.315e-03     00    00    Abgrall1993
H2_P(5)     912.186    -0.205	6.844e-04     00    00    Abgrall1993
H2_R(4)     912.235  	0.353	2.472e-03     00    00    Abgrall1993
H2_R(2)     912.950  	0.265	2.015e-03     00    00    Abgrall1993
H2_P(4)     913.605  	0.026	1.162e-03     00    00    Abgrall1993
H2_P(2)     913.769  	0.168	1.613e-03     00    00    Abgrall1993
H2_R(0)     914.396  	1.346	2.424e-02     00    00    Abgrall1993
H2_R(1)     914.606  	1.023	1.152e-02     00    00    Abgrall1993
H2_R(3)     915.212  	0.092	1.349e-03     00    00    Abgrall1993
H2_Q(1)     915.400  	1.076	1.301e-02     00    00    Abgrall1993
H2_R(2)     915.427  	0.920	9.090e-03     00    00    Abgrall1993
H2_R(5)     916.101  	0.338	2.375e-03     00    00    Abgrall1993
H2_P(3)     916.382  	0.223	1.824e-03     00    00    Abgrall1993
H2_Q(2)     916.615  	1.077	1.304e-02     00    00    Abgrall1993
H2_R(3)     916.875  	0.895	8.557e-03     00    00    Abgrall1993
H2_R(0)     917.250  	0.753	6.172e-03     00    00    Abgrall1993
H2_P(2)     917.368  	0.432	2.949e-03     00    00    Abgrall1993
H2_P(5)     917.783  	0.038	1.188e-03     00    00    Abgrall1993
H2_R(1)     917.920  	0.609	4.427e-03     00    00    Abgrall1993
H2_R(4)     918.151    -1.379	4.554e-05     00    00    Abgrall1993
H2_P(1)     918.412  	0.170	1.609e-03     00    00    Abgrall1993
H2_Q(3)     918.430  	1.080	1.308e-02     00    00    Abgrall1993
H2_R(4)     919.048  	0.932	9.295e-03     00    00    Abgrall1993
H2_R(2)     919.416  	0.583	4.166e-03     00    00    Abgrall1993
H2_P(3)     919.543  	0.601	4.337e-03     00    00    Abgrall1993
H2_P(4)     919.789  	0.293	2.133e-03     00    00    Abgrall1993
H2_P(2)     920.241  	0.190	1.683e-03     00    00    Abgrall1993
H2_R(6)     920.720  	0.297	2.150e-03     00    00    Abgrall1993
H2_Q(4)     920.834  	1.082	1.312e-02     00    00    Abgrall1993
H2_R(5)     921.220  	0.357	2.469e-03     00    00    Abgrall1993
H2_R(3)     921.730  	0.574	4.068e-03     00    00    Abgrall1993
H2_P(4)     922.303  	0.665	5.017e-03     00    00    Abgrall1993
H2_R(5)     922.473  	0.789	6.667e-03     00    00    Abgrall1993
H2_P(6)     922.723  	0.067	1.265e-03     00    00    Abgrall1993
H2_P(3)     922.977  	0.181	1.643e-03     00    00    Abgrall1993
H2_Q(5)     923.816  	1.086	1.318e-02     00    00    Abgrall1993
H2_P(5)     923.962  	0.423	2.865e-03     00    00    Abgrall1993
H2_R(0)     923.982  	0.756	6.167e-03     00    00    Abgrall1993
H2_R(1)     924.849  	0.568	4.000e-03     00    00    Abgrall1993
H2_R(4)     924.849  	0.568	4.000e-03     00    00    Abgrall1993
H2_P(1)     925.173  	0.260	1.966e-03     00    00    Abgrall1993
H2_P(5)     925.657  	0.661	4.952e-03     00    00    Abgrall1993
H2_R(7)     926.056  	0.150	1.524e-03     00    00    Abgrall1993
H2_R(2)     926.129  	0.535	3.701e-03     00    00    Abgrall1993
H2_P(4)     926.352  	0.164	1.574e-03     00    00    Abgrall1993
H2_P(2)     927.017  	0.334	2.326e-03     00    00    Abgrall1993
H2_R(6)     927.050  	0.665	4.989e-03     00    00    Abgrall1993
H2_P(7)     928.411  	0.122	1.426e-03     00    00    Abgrall1993
H2_R(3)     928.436  	0.487	3.303e-03     00    00    Abgrall1993
H2_R(5)     928.760  	0.561	3.914e-03     00    00    Abgrall1993
H2_P(6)     928.776  	0.718	5.622e-03     00    00    Abgrall1993
H2_R(0)     929.532  	1.502	3.419e-02     00    00    Abgrall1993
H2_P(3)     929.687  	0.367	2.507e-03     00    00    Abgrall1993
H2_R(1)     929.688  	1.164	1.569e-02     00    00    Abgrall1993
H2_R(2)     930.446  	1.050	1.205e-02     00    00    Abgrall1993
H2_Q(1)     930.577  	1.257	1.942e-02     00    00    Abgrall1993
H2_P(5)     930.605  	0.168	1.583e-03     00    00    Abgrall1993
H2_R(0)     931.060  	0.998	1.068e-02     00    00    Abgrall1993
H2_R(4)     931.536  	0.372	2.531e-03     00    00    Abgrall1993
H2_R(1)     931.730  	0.846	7.536e-03     00    00    Abgrall1993
H2_Q(2)     931.780  	1.258	1.945e-02     00    00    Abgrall1993
H2_R(3)     931.811  	1.002	1.079e-02     00    00    Abgrall1993
H2_P(1)     932.265  	0.349	2.397e-03     00    00    Abgrall1993
H2_R(7)     932.443  	0.617	4.435e-03     00    00    Abgrall1993
H2_P(2)     932.604  	0.649	4.775e-03     00    00    Abgrall1993
H2_P(4)     933.167  	0.403	2.709e-03     00    00    Abgrall1993
H2_R(2)     933.237  	0.808	6.886e-03     00    00    Abgrall1993
H2_R(6)     933.442  	0.545	3.758e-03     00    00    Abgrall1993
H2_Q(3)     933.578  	1.260	1.948e-02     00    00    Abgrall1993
H2_R(4)     933.788  	1.002	1.077e-02     00    00    Abgrall1993
H2_P(2)     934.141  	0.320	2.237e-03     00    00    Abgrall1993
H2_P(3)     934.789  	0.821	7.091e-03     00    00    Abgrall1993
H2_P(7)     934.956    -2.361	4.660e-06     00    00    Abgrall1993
H2_R(5)     935.323    -0.366	4.604e-04     00    00    Abgrall1993
H2_R(3)     935.573  	0.789	6.572e-03     00    00    Abgrall1993
H2_P(6)     935.630  	0.190	1.654e-03     00    00    Abgrall1993
H2_Q(4)     935.958  	1.262	1.954e-02     00    00    Abgrall1993
H2_R(5)     936.463  	1.068	1.249e-02     00    00    Abgrall1993
H2_P(3)     936.854  	0.283	2.047e-03     00    00    Abgrall1993
H2_P(5)     937.441  	0.461	3.081e-03     00    00    Abgrall1993
H2_P(4)     937.551  	0.895	8.370e-03     00    00    Abgrall1993
H2_R(0)     938.465  	0.950	9.507e-03     00    00    Abgrall1993
H2_R(4)     938.726  	0.777	6.378e-03     00    00    Abgrall1993
H2_R(7)     938.874  	0.503	3.391e-03     00    00    Abgrall1993
H2_Q(5)     938.909  	1.265	1.960e-02     00    00    Abgrall1993
H2_R(1)     939.122  	0.789	6.558e-03     00    00    Abgrall1993
H2_P(1)     939.706  	0.437	2.913e-03     00    00    Abgrall1993
H2_P(4)     940.384  	0.272	1.991e-03     00    00    Abgrall1993
H2_R(6)     940.489  	0.971	9.942e-03     00    00    Abgrall1993
H2_R(2)     940.623  	0.754	6.028e-03     00    00    Abgrall1993
H2_P(5)     940.882  	0.927	8.978e-03     00    00    Abgrall1993
H2_P(7)     941.415  	0.229	1.800e-03     00    00    Abgrall1993
H2_P(2)     941.596  	0.501	3.367e-03     00    00    Abgrall1993
H2_P(6)     942.475  	0.577	4.004e-03     00    00    Abgrall1993
H2_R(5)     942.685  	0.769	6.238e-03     00    00    Abgrall1993
H2_R(3)     942.958  	0.722	5.587e-03     00    00    Abgrall1993
H2_P(3)     944.328  	0.522	3.524e-03     00    00    Abgrall1993
H2_P(5)     944.718  	0.283	2.030e-03     00    00    Abgrall1993
H2_R(7)     945.865  	0.845	7.401e-03     00    00    Abgrall1993
H2_R(4)     946.120  	0.703	5.336e-03     00    00    Abgrall1993
H2_R(0)     946.168  	0.066	1.229e-03     00    00    Abgrall1993
H2_R(1)     946.384  	1.084	1.282e-02     00    00    Abgrall1993
H2_R(0)     946.423  	1.769	6.204e-02     00    00    Abgrall1993
H2_R(1)     946.978  	1.271	1.972e-02     00    00    Abgrall1993
H2_R(2)     947.111  	1.101	1.332e-02     00    00    Abgrall1993
H2_Q(1)     947.421  	1.415	2.744e-02     00    00    Abgrall1993
H2_R(6)     947.429  	0.761	6.093e-03     00    00    Abgrall1993
H2_P(1)     947.513  	0.523	3.522e-03     00    00    Abgrall1993
H2_P(4)     947.885  	0.539	3.653e-03     00    00    Abgrall1993
H2_P(7)     948.159  	0.863	7.685e-03     00    00    Abgrall1993
H2_R(3)     948.419  	1.084	1.280e-02     00    00    Abgrall1993
H2_R(2)     948.468  	1.090	1.296e-02     00    00    Abgrall1993
H2_Q(2)     948.615  	1.416	2.747e-02     00    00    Abgrall1993
H2_P(2)     949.351  	0.944	9.250e-03     00    00    Abgrall1993
H2_P(2)     949.608    -0.054	9.304e-04     00    00    Abgrall1993
H2_P(6)     949.836  	0.307	2.134e-03     00    00    Abgrall1993
H2_R(5)     950.072  	0.618	4.371e-03     00    00    Abgrall1993
H2_R(4)     950.314  	1.079	1.262e-02     00    00    Abgrall1993
H2_Q(3)     950.397  	1.417	2.750e-02     00    00    Abgrall1993
H2_R(3)     950.816  	1.017	1.093e-02     00    00    Abgrall1993
H2_P(3)     951.672  	1.082	1.268e-02     00    00    Abgrall1993
H2_P(5)     952.252  	0.567	3.877e-03     00    00    Abgrall1993
H2_P(3)     952.271    -0.211	6.464e-04     00    00    Abgrall1993
H2_Q(4)     952.757  	1.419	2.756e-02     00    00    Abgrall1993
H2_R(5)     952.805  	1.102	1.326e-02     00    00    Abgrall1993
H2_R(7)     952.943  	0.747	5.854e-03     00    00    Abgrall1993
H2_R(4)     954.002  	0.982	1.006e-02     00    00    Abgrall1993
H2_R(0)     954.411  	1.131	1.416e-02     00    00    Abgrall1993
H2_P(4)     954.473  	1.111	1.354e-02     00    00    Abgrall1993
