Angstroms	Transmission
      5906.58      0.14815116
      5906.97      0.12883171
      5907.36      0.11271966
      5907.75      0.10321343
      5908.15     0.093235083
      5908.54     0.086932690
      5908.93     0.081515910
      5909.32     0.082072326
      5909.72     0.083609729
      5910.11     0.076354308
      5910.50     0.086017989
